Number of Clusters,Silhouette Score,DBCV Score,Combined Score,Number of Mispredicted Inputs,Number of Noisy Inputs,test_set,selection_metric,budget,model,threshold,Config
21,0.36551234126091003,0.13647382712068348,0.25099308419079674,150,11,udacity,gini,150,dave2v2,0.0,
32,0.402380108833313,0.20302846230884664,0.3027042855710798,200,11,udacity,gini,200,dave2v2,0.0,
13,0.2571786642074585,0.33036180394216513,0.29377023407481184,50,5,udacity,gd,50,dave2v2,0.0,
28,0.3256371021270752,0.24477296617447747,0.28520503415077636,100,14,udacity,gd,100,dave2v2,0.0,
11,0.09571358561515808,0.1260477820999124,0.11088068385753524,150,3,udacity,gd,150,dave2v2,0.0,
14,0.14465318620204926,0.13320636308065667,0.13892977464135298,200,5,udacity,gd,200,dave2v2,0.0,
15,0.3127010464668274,0.2331579062503916,0.2729294763586095,50,3,udacity,kmnc,50,dave2v2,0.0,
16,0.35572490096092224,0.2798527385616402,0.31778881976128126,100,5,udacity,kmnc,100,dave2v2,0.0,
21,0.3192272186279297,0.2429042138192007,0.2810657162235652,150,7,udacity,kmnc,150,dave2v2,0.0,
27,0.4586097002029419,0.29141880531206427,0.3750142527575031,200,6,udacity,kmnc,200,dave2v2,0.0,
15,0.3612006902694702,0.24648635213874795,0.30384352120410907,50,6,udacity,nac,50,dave2v2,0.0,
21,0.38769465684890747,0.3454037543891946,0.366549205619051,100,7,udacity,nac,100,dave2v2,0.0,
29,0.4743979275226593,0.3263197165346537,0.40035882202865647,150,10,udacity,nac,150,dave2v2,0.0,
24,0.5455145835876465,0.35888640297113295,0.4522004932793897,200,7,udacity,nac,200,dave2v2,0.0,
10,0.2896541357040405,0.2746458301983066,0.28214998295117355,50,6,udacity,lsa,50,dave2v2,0.0,
17,0.3949946165084839,0.16706953282979417,0.28103207466913904,100,7,udacity,lsa,100,dave2v2,0.0,
28,0.38347727060317993,0.12745469763728232,0.25546598412023114,150,9,udacity,lsa,150,dave2v2,0.0,
24,0.4647279977798462,0.23412919750033423,0.3494285976400902,200,5,udacity,lsa,200,dave2v2,0.0,
13,0.3228687345981598,0.12581247411818064,0.22434060435817021,50,3,udacity,std,50,dave2v2,0.0,
19,0.30776965618133545,0.2385721735201514,0.2731709148507434,100,3,udacity,std,100,dave2v2,0.0,
25,0.37309762835502625,0.2477811183404535,0.31043937334773986,150,8,udacity,std,150,dave2v2,0.0,
23,0.29976212978363037,0.2199761443875543,0.25986913708559234,200,9,udacity,std,200,dave2v2,0.0,
16,0.21965603530406952,0.16963383107822372,0.19464493319114662,50,10,udacity,pace,50,dave2v2,0.0,
13,0.20586402714252472,0.1359607852014542,0.17091240617198944,100,6,udacity,pace,100,dave2v2,0.0,
31,0.3985019028186798,0.24147021056750284,0.3199860566930913,150,10,udacity,pace,150,dave2v2,0.0,
31,0.3432272970676422,0.247068251751263,0.2951477744094526,200,15,udacity,pace,200,dave2v2,0.0,
3,0.07485980540513992,0.03259296256443096,0.05372638398478544,14,7,udacity,dr,50,dave2v2,0.044,
12,0.37808701395988464,0.31362548856929195,0.3458562512645883,40,5,udacity,dr,100,dave2v2,0.044,
14,0.4393128454685211,0.4160662656654866,0.42768955556700383,57,4,udacity,dr,150,dave2v2,0.044,
19,0.39981725811958313,0.3784428015921528,0.389130029855868,74,6,udacity,dr,200,dave2v2,0.044,
6,0.26690971851348877,0.19942903406469115,0.23316937628908996,30,4,udacity,ces,50,dave2v2,0.044,
15,0.25998303294181824,0.17857992333228723,0.21928147813705273,61,2,udacity,ces,100,dave2v2,0.044,
12,0.2837428152561188,,,75,1,udacity,ces,150,dave2v2,0.044,
25,0.30857428908348083,0.22429954241965752,0.2664369157515692,133,11,udacity,ces,200,dave2v2,0.044,
5,0.15004973113536835,,,23,1,udacity,est,50,dave2v2,0.044,
12,0.25165414810180664,0.18798454127641584,0.21981934468911124,56,2,udacity,est,100,dave2v2,0.044,
13,0.2658675014972687,,,84,1,udacity,est,150,dave2v2,0.044,
24,0.31317776441574097,0.2852938292431274,0.2992357968294342,115,11,udacity,est,200,dave2v2,0.044,
8,0.19274646043777466,0.1703123352693182,0.18152939785354644,31,2,udacity,rnd,50,dave2v2,0.044,
18,0.34669923782348633,0.19059953764595405,0.2686493877347202,63,6,udacity,rnd,100,dave2v2,0.044,
18,0.28242719173431396,0.12957369848923264,0.2060004451117733,93,3,udacity,rnd,150,dave2v2,0.044,
22,0.23800021409988403,0.18857868190661262,0.21328944800324834,117,10,udacity,rnd,200,dave2v2,0.044,
10,0.34828925132751465,0.2455833920986756,0.29693632171309514,50,2,udacity,ent,50,dave2v2,0.044,
23,0.2897423803806305,0.10013669091133863,0.19493953564598457,99,10,udacity,ent,100,dave2v2,0.044,
30,0.37574338912963867,0.20762908353960124,0.29168623633462,146,11,udacity,ent,150,dave2v2,0.044,
44,0.31040817499160767,0.14092680961818813,0.2256674923048979,196,21,udacity,ent,200,dave2v2,0.044,
10,0.3705938458442688,0.15788471880350824,0.2642392823238885,50,0,udacity,gini,50,dave2v2,0.044,
20,0.38484126329421997,0.18879307294271686,0.2868171681184684,99,6,udacity,gini,100,dave2v2,0.044,
29,0.38375991582870483,0.1946591486088731,0.289209532218789,146,12,udacity,gini,150,dave2v2,0.044,
29,0.4098447561264038,0.2528120564811511,0.33132840630377747,196,13,udacity,gini,200,dave2v2,0.044,
10,0.23372110724449158,,,32,1,udacity,gd,50,dave2v2,0.044,
15,0.2970876097679138,0.1557127214139729,0.22640016559094336,62,8,udacity,gd,100,dave2v2,0.044,
9,0.17609325051307678,0.11769564434407725,0.14689444742857702,83,0,udacity,gd,150,dave2v2,0.044,
16,0.2585877478122711,0.20577986119167266,0.2321838045019719,125,3,udacity,gd,200,dave2v2,0.044,
11,0.3021361231803894,0.2435093520238793,0.2728227376021344,33,4,udacity,kmnc,50,dave2v2,0.044,
14,0.3154001533985138,,,59,1,udacity,kmnc,100,dave2v2,0.044,
18,0.41502201557159424,0.33743021166858655,0.3762261136200904,86,9,udacity,kmnc,150,dave2v2,0.044,
23,0.3704092502593994,0.2815141223457649,0.32596168630258215,121,13,udacity,kmnc,200,dave2v2,0.044,
12,0.31026485562324524,0.23980652099146188,0.2750356883073536,38,6,udacity,nac,50,dave2v2,0.044,
23,0.4470929503440857,0.3208857055663068,0.38398932795519625,79,6,udacity,nac,100,dave2v2,0.044,
28,0.46489405632019043,0.34575047318942864,0.40532226475480954,117,6,udacity,nac,150,dave2v2,0.044,
30,0.49150723218917847,0.48349048339506556,0.487498857792122,148,11,udacity,nac,200,dave2v2,0.044,
13,0.21777185797691345,0.018164485754396557,0.117968171865655,50,8,udacity,lsa,50,dave2v2,0.044,
17,0.3377074897289276,0.28072473786025853,0.3092161137945931,99,10,udacity,lsa,100,dave2v2,0.044,
21,0.39678362011909485,0.18418118692111599,0.2904824035201054,146,5,udacity,lsa,150,dave2v2,0.044,
25,0.4737730324268341,0.23465159871455754,0.3542123155706958,196,5,udacity,lsa,200,dave2v2,0.044,
6,0.1787956804037094,0.08138921280505662,0.13009244660438302,29,4,udacity,std,50,dave2v2,0.044,
15,0.34133854508399963,0.30220017802440885,0.3217693615542042,54,6,udacity,std,100,dave2v2,0.044,
7,0.01299530640244484,,,87,1,udacity,std,150,dave2v2,0.044,
20,0.24912837147712708,0.17634807598435964,0.21273822373074336,119,3,udacity,std,200,dave2v2,0.044,
9,0.15359975397586823,-0.03721252812474427,0.05819361292556198,26,7,udacity,pace,50,dave2v2,0.044,
12,0.352634072303772,0.16745239746298327,0.2600432348833776,50,6,udacity,pace,100,dave2v2,0.044,
18,0.33391574025154114,0.22672340091488327,0.2803195705832122,90,3,udacity,pace,150,dave2v2,0.044,
27,0.35565483570098877,0.22205446233574927,0.288854649018369,126,12,udacity,pace,200,dave2v2,0.044,
1,0.17822366952896118,0.11083888099758041,0.1445312752632708,4,2,udacity,dr,50,dave2v2,0.087,
4,0.31467679142951965,0.12618574751686065,0.22043126947319014,15,3,udacity,dr,100,dave2v2,0.087,
7,0.3200247287750244,0.13945031706723912,0.22973752292113175,25,4,udacity,dr,150,dave2v2,0.087,
9,0.3192597031593323,0.2805111848981572,0.29988544402874473,32,6,udacity,dr,200,dave2v2,0.087,
5,0.22322474420070648,0.13117624860524943,0.17720049640297797,23,8,udacity,ces,50,dave2v2,0.087,
13,0.15487508475780487,0.08742347607081609,0.12114928041431047,42,13,udacity,ces,100,dave2v2,0.087,
11,0.21269910037517548,0.1998674991891703,0.20628329978217289,53,4,udacity,ces,150,dave2v2,0.087,
22,0.37519702315330505,0.3286177911652625,0.3519074071592838,99,6,udacity,ces,200,dave2v2,0.087,
5,0.14206165075302124,,,17,1,udacity,est,50,dave2v2,0.087,
9,0.1854327768087387,0.0920919260557106,0.13876235143222465,44,5,udacity,est,100,dave2v2,0.087,
18,0.2605474293231964,0.17600124217172064,0.21827433574745853,62,10,udacity,est,150,dave2v2,0.087,
9,0.12276208400726318,0.13596761148996148,0.12936484774861234,88,6,udacity,est,200,dave2v2,0.087,
8,0.3108399212360382,0.1606037787967575,0.23572185001639784,22,2,udacity,rnd,50,dave2v2,0.087,
13,0.22075624763965607,0.15264761383222342,0.18670193073593974,48,11,udacity,rnd,100,dave2v2,0.087,
15,0.29527074098587036,0.14346493431822152,0.21936783765204593,69,6,udacity,rnd,150,dave2v2,0.087,
8,-0.01446801982820034,0.0768226899799126,0.031177335075856127,75,0,udacity,rnd,200,dave2v2,0.087,
12,0.273273766040802,0.12709253893618477,0.2001831524884934,49,8,udacity,ent,50,dave2v2,0.087,
21,0.346102237701416,0.24695269696325858,0.2965274673323373,83,6,udacity,ent,100,dave2v2,0.087,
20,0.39894548058509827,0.22203083231287352,0.31048815644898586,118,5,udacity,ent,150,dave2v2,0.087,
22,0.48905786871910095,0.2737996113872332,0.38142874005316707,165,8,udacity,ent,200,dave2v2,0.087,
14,0.16625380516052246,0.10435209993929413,0.1353029525499083,49,10,udacity,gini,50,dave2v2,0.087,
13,0.3760349750518799,0.11053387255945542,0.24328442380566764,83,3,udacity,gini,100,dave2v2,0.087,
32,0.27879640460014343,0.18749680830604223,0.23314660645309282,118,18,udacity,gini,150,dave2v2,0.087,
30,0.4407620429992676,0.32525543961059455,0.38300874130493107,165,9,udacity,gini,200,dave2v2,0.087,
7,0.20439016819000244,0.05001380169450767,0.12720198494225504,23,9,udacity,gd,50,dave2v2,0.087,
14,0.2849362790584564,0.25964012596502983,0.2722882025117431,45,6,udacity,gd,100,dave2v2,0.087,
21,0.3104132413864136,0.1990198619660157,0.25471655167621465,65,10,udacity,gd,150,dave2v2,0.087,
18,0.3350261151790619,0.18554732006981117,0.26028671762443656,96,8,udacity,gd,200,dave2v2,0.087,
6,0.28200763463974,0.14395056124058953,0.21297909794016476,19,2,udacity,kmnc,50,dave2v2,0.087,
10,0.226763516664505,0.18051602200403352,0.20363976933426925,45,13,udacity,kmnc,100,dave2v2,0.087,
12,0.3910400867462158,0.3261263127240121,0.358583199735114,59,8,udacity,kmnc,150,dave2v2,0.087,
16,0.347364217042923,0.15861989928153047,0.2529920581622267,78,14,udacity,kmnc,200,dave2v2,0.087,
10,0.33450421690940857,0.398610152744119,0.3665571848267638,30,4,udacity,nac,50,dave2v2,0.087,
17,0.44710108637809753,0.4046345591222406,0.4258678227501691,63,3,udacity,nac,100,dave2v2,0.087,
23,0.4040582776069641,0.3266996611380356,0.36537896937249986,95,12,udacity,nac,150,dave2v2,0.087,
13,0.38076546788215637,0.313583281294459,0.3471743745883077,119,4,udacity,nac,200,dave2v2,0.087,
12,0.16219797730445862,-0.02580185192494331,0.06819806268975766,49,12,udacity,lsa,50,dave2v2,0.087,
17,0.30444177985191345,0.1886173205115442,0.24652955018172884,83,11,udacity,lsa,100,dave2v2,0.087,
19,0.404302716255188,0.16424648515934534,0.2842746007072667,118,6,udacity,lsa,150,dave2v2,0.087,
32,0.4778619110584259,0.3308572607913454,0.40435958592488563,165,5,udacity,lsa,200,dave2v2,0.087,
6,0.1370338648557663,0.07617191077672851,0.10660288781624741,25,3,udacity,std,50,dave2v2,0.087,
14,0.33506715297698975,0.2630040199437437,0.29903558646036676,45,2,udacity,std,100,dave2v2,0.087,
15,0.3002801537513733,0.21375847104386783,0.25701931239762055,70,13,udacity,std,150,dave2v2,0.087,
18,0.2676061689853668,0.22932136761003982,0.24846376829770334,87,6,udacity,std,200,dave2v2,0.087,
5,0.13956274092197418,0.04913144542331168,0.09434709317264293,19,6,udacity,pace,50,dave2v2,0.087,
11,0.29777324199676514,0.1085715097727296,0.20317237588474737,41,5,udacity,pace,100,dave2v2,0.087,
11,0.3446912467479706,0.22082178199266694,0.2827565143703188,66,2,udacity,pace,150,dave2v2,0.087,
19,0.38455331325531006,0.27935810529900645,0.33195570927715823,91,6,udacity,pace,200,dave2v2,0.087,
1,0.5982022285461426,,,4,1,udacity,dr,50,dave2v2,0.131,
4,0.20050033926963806,,,11,1,udacity,dr,100,dave2v2,0.131,
6,0.35006096959114075,0.21532669682892694,0.28269383321003383,19,0,udacity,dr,150,dave2v2,0.131,
9,0.36316147446632385,,,25,1,udacity,dr,200,dave2v2,0.131,
4,0.17924314737319946,0.1088349294930673,0.14403903843313337,17,5,udacity,ces,50,dave2v2,0.131,
10,0.22490577399730682,0.16090944441752664,0.19290760920741673,31,6,udacity,ces,100,dave2v2,0.131,
12,0.27346134185791016,0.26343624390592646,0.2684487928819183,42,4,udacity,ces,150,dave2v2,0.131,
21,0.3406427800655365,0.3148550952611373,0.3277489376633369,82,8,udacity,ces,200,dave2v2,0.131,
4,0.10889338701963425,,,15,1,udacity,est,50,dave2v2,0.131,
11,0.2535170912742615,0.18056520238416277,0.2170411468292121,39,2,udacity,est,100,dave2v2,0.131,
12,0.35215532779693604,0.2180075784214732,0.28508145310920463,45,6,udacity,est,150,dave2v2,0.131,
14,0.3104041814804077,0.1489510807084978,0.22967763109445277,66,9,udacity,est,200,dave2v2,0.131,
5,0.22555279731750488,0.15660426404460787,0.19107853068105637,16,3,udacity,rnd,50,dave2v2,0.131,
8,0.25648269057273865,0.2039094565281584,0.23019607355044852,38,7,udacity,rnd,100,dave2v2,0.131,
14,0.19498951733112335,0.11458297134232048,0.15478624433672192,53,9,udacity,rnd,150,dave2v2,0.131,
9,0.2336125671863556,0.13062331180623324,0.1821179394962944,57,2,udacity,rnd,200,dave2v2,0.131,
11,0.3333755135536194,,,44,1,udacity,ent,50,dave2v2,0.131,
13,0.24373768270015717,0.12339917503488948,0.18356842886752334,56,6,udacity,ent,100,dave2v2,0.131,
17,0.29494282603263855,0.09277063609346414,0.19385673106305135,80,10,udacity,ent,150,dave2v2,0.131,
28,0.28108450770378113,0.20197160477715628,0.2415280562404687,117,20,udacity,ent,200,dave2v2,0.131,
11,0.2281695455312729,0.0868938349186435,0.1575316902249582,44,7,udacity,gini,50,dave2v2,0.131,
13,0.28110215067863464,0.2744919920353977,0.27779707135701615,56,5,udacity,gini,100,dave2v2,0.131,
18,0.3822578489780426,0.26379166080609756,0.32302475489207005,80,5,udacity,gini,150,dave2v2,0.131,
20,0.30972614884376526,0.1358220198635762,0.22277408435367074,117,13,udacity,gini,200,dave2v2,0.131,
4,0.17832806706428528,0.15201916164872142,0.16517361435650335,18,8,udacity,gd,50,dave2v2,0.131,
9,0.27759161591529846,,,33,1,udacity,gd,100,dave2v2,0.131,
15,0.27353131771087646,0.19284422517474695,0.23318777144281172,50,7,udacity,gd,150,dave2v2,0.131,
14,0.28504329919815063,0.1046651434012711,0.19485422129971086,65,15,udacity,gd,200,dave2v2,0.131,
4,0.16742518544197083,0.1742874809186043,0.17085633318028756,15,2,udacity,kmnc,50,dave2v2,0.131,
7,0.33564892411231995,0.252885365937131,0.2942671450247255,35,5,udacity,kmnc,100,dave2v2,0.131,
11,0.3403030037879944,0.2872272867997926,0.3137651452938935,43,9,udacity,kmnc,150,dave2v2,0.131,
15,0.24286715686321259,0.17060040704652343,0.20673378195486802,60,9,udacity,kmnc,200,dave2v2,0.131,
7,0.26453837752342224,0.2483371104505256,0.25643774398697394,28,2,udacity,nac,50,dave2v2,0.131,
14,0.4054151773452759,0.36432557835091284,0.38487037784809436,55,7,udacity,nac,100,dave2v2,0.131,
17,0.5324791073799133,0.48686851767706807,0.5096738125284908,82,4,udacity,nac,150,dave2v2,0.131,
24,0.4820026159286499,0.38663193184697353,0.4343172738878117,99,6,udacity,nac,200,dave2v2,0.131,
7,0.32388973236083984,0.1789492444283602,0.25141948839460004,44,2,udacity,lsa,50,dave2v2,0.131,
12,0.2369336038827896,0.08165431466042362,0.1592939592716066,56,4,udacity,lsa,100,dave2v2,0.131,
11,0.4248887896537781,0.25323576246164164,0.3390622760577099,80,4,udacity,lsa,150,dave2v2,0.131,
23,0.39994123578071594,0.31136733438820197,0.35565428508445895,117,7,udacity,lsa,200,dave2v2,0.131,
6,0.22248390316963196,,,18,1,udacity,std,50,dave2v2,0.131,
9,0.29943013191223145,,,29,1,udacity,std,100,dave2v2,0.131,
11,0.31685110926628113,0.3003297012795695,0.3085904052729253,48,3,udacity,std,150,dave2v2,0.131,
17,0.3217862546443939,0.25385923216835715,0.28782274340637554,62,2,udacity,std,200,dave2v2,0.131,
4,0.08971809595823288,0.13959647015491652,0.1146572830565747,18,2,udacity,pace,50,dave2v2,0.131,
9,0.2915980815887451,,,28,1,udacity,pace,100,dave2v2,0.131,
14,0.34976911544799805,0.2045571720310344,0.2771631437395162,53,3,udacity,pace,150,dave2v2,0.131,
20,0.38129451870918274,0.22158957160715964,0.3014420451581712,69,6,udacity,pace,200,dave2v2,0.131,
1,0.17718158662319183,0.030366270670481817,0.10377392864683682,4,2,udacity,dr,50,dave2v2,0.175,
4,0.11781635135412216,,,10,1,udacity,dr,100,dave2v2,0.175,
6,0.30970463156700134,0.18659745472560826,0.24815104314630482,17,0,udacity,dr,150,dave2v2,0.175,
6,0.21958039700984955,0.12094398411863685,0.1702621905642432,23,0,udacity,dr,200,dave2v2,0.175,
4,0.1895771324634552,0.31136356153285355,0.2504703469981544,14,3,udacity,ces,50,dave2v2,0.175,
9,0.21504630148410797,0.05825526688961177,0.13665078418685989,26,5,udacity,ces,100,dave2v2,0.175,
8,0.29513075947761536,0.21169687281330193,0.25341381614545866,34,3,udacity,ces,150,dave2v2,0.175,
6,0.027868514880537987,0.047257728846912844,0.037563121863725416,64,0,udacity,ces,200,dave2v2,0.175,
4,0.17017804086208344,0.2808834370208139,0.22553073894144868,11,2,udacity,est,50,dave2v2,0.175,
7,0.27951836585998535,0.10134872741500188,0.19043354663749362,31,6,udacity,est,100,dave2v2,0.175,
9,0.19123217463493347,0.06103895889618559,0.12613556676555954,38,10,udacity,est,150,dave2v2,0.175,
10,0.30684107542037964,0.2362107625155007,0.27152591896794015,54,4,udacity,est,200,dave2v2,0.175,
2,0.06367019563913345,0.004556774854500966,0.03411348524681721,11,0,udacity,rnd,50,dave2v2,0.175,
9,0.24368911981582642,0.1979348833831803,0.22081200159950337,31,3,udacity,rnd,100,dave2v2,0.175,
12,0.1973600834608078,0.2971949214839914,0.2472775024723996,43,6,udacity,rnd,150,dave2v2,0.175,
10,0.2305874526500702,0.1792628134009977,0.20492513302553395,42,3,udacity,rnd,200,dave2v2,0.175,
9,0.2704615294933319,0.1488576220815033,0.20965957578741762,44,3,udacity,ent,50,dave2v2,0.175,
11,0.2781565487384796,0.14824513146704768,0.21320084010276363,51,2,udacity,ent,100,dave2v2,0.175,
14,0.4089747369289398,0.21307428887294214,0.31102451290094096,69,3,udacity,ent,150,dave2v2,0.175,
29,0.23350799083709717,0.13537500710247952,0.18444149896978834,100,19,udacity,ent,200,dave2v2,0.175,
12,0.36091721057891846,0.13186050749556028,0.24638885903723937,44,2,udacity,gini,50,dave2v2,0.175,
15,0.22363457083702087,0.0736448186731356,0.14863969475507824,51,6,udacity,gini,100,dave2v2,0.175,
16,0.29661983251571655,0.13389771544840123,0.2152587739820589,69,9,udacity,gini,150,dave2v2,0.175,
23,0.2999621629714966,0.05706115737641809,0.17851166017395734,100,13,udacity,gini,200,dave2v2,0.175,
5,0.26887384057044983,0.09580051971253199,0.18233718014149092,17,0,udacity,gd,50,dave2v2,0.175,
9,0.14158423244953156,0.13916489729082246,0.14037456487017702,28,10,udacity,gd,100,dave2v2,0.175,
13,0.3024367392063141,0.19723565667814733,0.24983619794223072,43,5,udacity,gd,150,dave2v2,0.175,
14,0.35481053590774536,0.20340650895749152,0.2791085224326184,55,2,udacity,gd,200,dave2v2,0.175,
2,0.12585289776325226,0.2047198562842014,0.16528637702372684,14,2,udacity,kmnc,50,dave2v2,0.175,
7,0.38750267028808594,0.22737173340344563,0.3074372018457658,29,4,udacity,kmnc,100,dave2v2,0.175,
9,0.4237869381904602,0.2815572338512982,0.3526720860208792,37,3,udacity,kmnc,150,dave2v2,0.175,
12,0.3728751242160797,0.33461328226505627,0.353744203240568,50,9,udacity,kmnc,200,dave2v2,0.175,
6,0.29735317826271057,0.29192949634459475,0.29464133730365266,28,2,udacity,nac,50,dave2v2,0.175,
12,0.37584877014160156,0.2526232167672598,0.31423599345443065,50,2,udacity,nac,100,dave2v2,0.175,
15,0.46089407801628113,0.3779002888130347,0.4193971834146579,75,5,udacity,nac,150,dave2v2,0.175,
21,0.4829665422439575,0.3975807375372522,0.44027363989060486,86,5,udacity,nac,200,dave2v2,0.175,
4,0.28981098532676697,0.09357321484916792,0.19169210008796744,44,2,udacity,lsa,50,dave2v2,0.175,
14,0.2564360797405243,0.08084678075553581,0.16864143024803005,51,5,udacity,lsa,100,dave2v2,0.175,
8,0.3940298855304718,0.2249316447148811,0.30948076512267647,69,2,udacity,lsa,150,dave2v2,0.175,
23,0.36827874183654785,0.32609836953578986,0.34718855568616885,100,6,udacity,lsa,200,dave2v2,0.175,
4,0.172295942902565,0.0334650292136429,0.10288048605810396,15,4,udacity,std,50,dave2v2,0.175,
8,0.24402566254138947,0.19813605667677603,0.22108085960908275,23,5,udacity,std,100,dave2v2,0.175,
11,0.18575499951839447,0.10642575796636763,0.14609037874238107,43,15,udacity,std,150,dave2v2,0.175,
12,0.3039608895778656,0.2858377374871234,0.2948993135324945,48,3,udacity,std,200,dave2v2,0.175,
3,0.06839399039745331,,,13,1,udacity,pace,50,dave2v2,0.175,
8,0.2499164193868637,0.13461779238727511,0.1922671058870694,25,3,udacity,pace,100,dave2v2,0.175,
13,0.273135244846344,0.22264071293510737,0.24788797889072567,43,7,udacity,pace,150,dave2v2,0.175,
14,0.4002586901187897,0.27891007326719136,0.33958438169299054,59,2,udacity,pace,200,dave2v2,0.175,
1,0.23844581842422485,0.09242509961155522,0.16543545901789003,4,2,udacity,dr,50,dave2v2,0.218,
3,0.12356754392385483,,,8,1,udacity,dr,100,dave2v2,0.218,
5,0.26414066553115845,0.4398632320553876,0.352001948793273,14,3,udacity,dr,150,dave2v2,0.218,
6,0.2937869727611542,0.1543966373675812,0.22409180506436768,19,2,udacity,dr,200,dave2v2,0.218,
4,0.1561678647994995,0.00017598803493503422,0.07817192641721728,10,0,udacity,ces,50,dave2v2,0.218,
6,0.2814449369907379,0.10596240447371356,0.19370367073222575,23,3,udacity,ces,100,dave2v2,0.218,
7,0.2789217531681061,0.18140006297255598,0.23016090807033102,25,0,udacity,ces,150,dave2v2,0.218,
8,0.23354028165340424,0.10580372613414667,0.16967200389377546,50,6,udacity,ces,200,dave2v2,0.218,
4,0.21541514992713928,0.34784615205177033,0.28163065098945483,10,2,udacity,est,50,dave2v2,0.218,
7,0.17323550581932068,0.02702750223888427,0.10013150402910248,30,10,udacity,est,100,dave2v2,0.218,
8,0.24068060517311096,0.12854836555430574,0.18461448536370834,34,4,udacity,est,150,dave2v2,0.218,
14,0.3322356939315796,0.2019547117760155,0.26709520285379756,44,6,udacity,est,200,dave2v2,0.218,
3,0.18797610700130463,0.0816627280704593,0.13481941753588195,10,3,udacity,rnd,50,dave2v2,0.218,
7,0.19118672609329224,0.23467503895542347,0.21293088252435785,26,2,udacity,rnd,100,dave2v2,0.218,
10,0.24472999572753906,0.14758103348176713,0.19615551460465308,38,5,udacity,rnd,150,dave2v2,0.218,
14,0.2538558840751648,0.1518952613413899,0.20287557270827733,37,4,udacity,rnd,200,dave2v2,0.218,
5,0.3336554765701294,0.24234323513595793,0.28799935585304365,43,4,udacity,ent,50,dave2v2,0.218,
12,0.2228875756263733,0.14581527386890142,0.18435142474763735,45,4,udacity,ent,100,dave2v2,0.218,
16,0.2586142420768738,0.19473939565083995,0.22667681886385688,63,8,udacity,ent,150,dave2v2,0.218,
22,0.2720496356487274,0.05798082548552061,0.16501523056712403,91,12,udacity,ent,200,dave2v2,0.218,
11,0.24528253078460693,0.14116101516117296,0.19322177297288995,43,4,udacity,gini,50,dave2v2,0.218,
10,0.327765554189682,0.22409238591803882,0.2759289700538604,45,3,udacity,gini,100,dave2v2,0.218,
17,0.16935718059539795,0.15441736345924179,0.16188727202731987,63,8,udacity,gini,150,dave2v2,0.218,
19,0.2719295918941498,0.09668864062100638,0.18430911625757807,91,12,udacity,gini,200,dave2v2,0.218,
2,0.22919346392154694,0.04668129172233518,0.13793737782194104,13,7,udacity,gd,50,dave2v2,0.218,
10,0.22180739045143127,0.23037206106940908,0.2260897257604202,26,6,udacity,gd,100,dave2v2,0.218,
13,0.2830260097980499,0.20911464053153844,0.24607032516479418,36,6,udacity,gd,150,dave2v2,0.218,
10,0.21080362796783447,0.12692536188338338,0.16886449492560893,43,7,udacity,gd,200,dave2v2,0.218,
3,0.21184445917606354,0.1130268962969213,0.16243567773649242,13,3,udacity,kmnc,50,dave2v2,0.218,
6,0.32109904289245605,0.16045771587132351,0.24077837938188978,25,0,udacity,kmnc,100,dave2v2,0.218,
7,0.3531753718852997,0.3041737811396043,0.328674576512452,30,7,udacity,kmnc,150,dave2v2,0.218,
8,0.4131695032119751,,,42,1,udacity,kmnc,200,dave2v2,0.218,
4,0.22807414829730988,,,24,1,udacity,nac,50,dave2v2,0.218,
10,0.3892490863800049,0.1871236320201972,0.28818635920010105,45,5,udacity,nac,100,dave2v2,0.218,
11,0.49565836787223816,0.3354292763823813,0.4155438221273097,69,0,udacity,nac,150,dave2v2,0.218,
19,0.456899493932724,0.3743859460927082,0.41564272001271607,80,3,udacity,nac,200,dave2v2,0.218,
8,0.3386496901512146,0.26576819460135437,0.3022089423762845,43,2,udacity,lsa,50,dave2v2,0.218,
10,0.29815739393234253,0.12187629068842828,0.21001684231038542,45,2,udacity,lsa,100,dave2v2,0.218,
12,0.3116840422153473,0.25463032465990526,0.2831571834376263,63,2,udacity,lsa,150,dave2v2,0.218,
23,0.29415789246559143,0.14693959123451555,0.2205487418500535,91,9,udacity,lsa,200,dave2v2,0.218,
5,0.20238646864891052,0.09197454487421694,0.14718050676156375,13,3,udacity,std,50,dave2v2,0.218,
8,0.3030903935432434,0.28264671190173635,0.2928685527224899,23,2,udacity,std,100,dave2v2,0.218,
11,0.29430076479911804,,,41,1,udacity,std,150,dave2v2,0.218,
10,0.24147704243659973,0.23698310933482133,0.23923007588571055,41,3,udacity,std,200,dave2v2,0.218,
3,0.10615500062704086,-0.016054409810315962,0.04505029540836245,10,4,udacity,pace,50,dave2v2,0.218,
6,0.20823609828948975,0.23720631263025335,0.22272120545987156,18,2,udacity,pace,100,dave2v2,0.218,
9,0.20240506529808044,0.17999134318158694,0.1911982042398337,39,2,udacity,pace,150,dave2v2,0.218,
14,0.2702568769454956,0.1905599134491504,0.230408395197323,52,11,udacity,pace,200,dave2v2,0.218,
-1,-1.0,,-1.0,2,-1,udacity,dr,50,dave2v2,0.262,-1.0
0,-1.0,-1.0,-1.0,5,5,udacity,dr,100,dave2v2,0.262,
2,0.058310482650995255,0.020817779205893325,0.03956413092844429,9,5,udacity,dr,150,dave2v2,0.262,
